State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,
TENNESSEE-Metropolitan Counties,Wilson,253.0,1.0,20.0,3.0,229.0,1158.0,408.0,653.0,97.0,6.0,,
TENNESSEE-Nonmetropolitan Counties,Bedford,32.0,0.0,1.0,0.0,31.0,355.0,131.0,204.0,20.0,8.0,,
TENNESSEE-Nonmetropolitan Counties,Benton,22.0,0.0,0.0,0.0,22.0,183.0,36.0,130.0,17.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Bledsoe,14.0,0.0,0.0,0.0,14.0,93.0,16.0,66.0,11.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Campbell,166.0,1.0,5.0,9.0,151.0,1108.0,432.0,587.0,89.0,15.0,,
TENNESSEE-Nonmetropolitan Counties,Carroll,29.0,0.0,0.0,1.0,28.0,150.0,40.0,80.0,30.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,Claiborne,103.0,1.0,6.0,9.0,87.0,736.0,304.0,384.0,48.0,8.0,,
TENNESSEE-Nonmetropolitan Counties,Clay,13.0,1.0,1.0,1.0,10.0,63.0,32.0,28.0,3.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,Coffee,55.0,0.0,0.0,3.0,52.0,453.0,50.0,358.0,45.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Crockett,19.0,0.0,1.0,2.0,16.0,104.0,29.0,63.0,12.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Decatur,28.0,0.0,2.0,0.0,26.0,201.0,73.0,113.0,15.0,5.0,,
TENNESSEE-Nonmetropolitan Counties,DeKalb,38.0,0.0,5.0,4.0,29.0,352.0,142.0,179.0,31.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Dyer,49.0,0.0,3.0,2.0,44.0,340.0,94.0,215.0,31.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Fentress,52.0,0.0,2.0,1.0,49.0,386.0,196.0,164.0,26.0,3.0,,
TENNESSEE-Nonmetropolitan Counties,Franklin,32.0,0.0,6.0,3.0,23.0,283.0,73.0,183.0,27.0,4.0,,
TENNESSEE-Nonmetropolitan Counties,Gibson,43.0,0.0,3.0,0.0,40.0,303.0,86.0,177.0,40.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Giles,54.0,0.0,0.0,2.0,52.0,308.0,123.0,167.0,18.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Greene,221.0,1.0,14.0,7.0,199.0,1068.0,413.0,541.0,114.0,25.0,,
TENNESSEE-Nonmetropolitan Counties,Grundy,35.0,2.0,0.0,0.0,33.0,169.0,50.0,85.0,34.0,5.0,,
TENNESSEE-Nonmetropolitan Counties,Hancock,1.0,0.0,0.0,1.0,0.0,132.0,54.0,69.0,9.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,Hardin,109.0,2.0,2.0,4.0,101.0,498.0,181.0,275.0,42.0,4.0,,
TENNESSEE-Nonmetropolitan Counties,Haywood,55.0,0.0,4.0,7.0,44.0,266.0,109.0,127.0,30.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Henderson,69.0,0.0,8.0,2.0,59.0,305.0,100.0,181.0,24.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Henry,75.0,1.0,6.0,2.0,66.0,510.0,172.0,315.0,23.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Houston,24.0,1.0,1.0,0.0,22.0,165.0,77.0,78.0,10.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,Humphreys,17.0,1.0,1.0,1.0,14.0,114.0,47.0,59.0,8.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Jackson,20.0,0.0,3.0,1.0,16.0,141.0,49.0,76.0,16.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Johnson,64.0,0.0,0.0,0.0,64.0,176.0,79.0,80.0,17.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Lake,2.0,0.0,0.0,0.0,2.0,37.0,6.0,28.0,3.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Lauderdale,62.0,1.0,4.0,2.0,55.0,277.0,94.0,146.0,37.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Lawrence,90.0,2.0,10.0,4.0,74.0,621.0,240.0,318.0,63.0,12.0,,
TENNESSEE-Nonmetropolitan Counties,Lewis,36.0,0.0,3.0,1.0,32.0,170.0,65.0,95.0,10.0,3.0,,
TENNESSEE-Nonmetropolitan Counties,Lincoln,111.0,1.0,0.0,2.0,108.0,485.0,215.0,246.0,24.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Marshall,48.0,0.0,0.0,0.0,48.0,190.0,51.0,122.0,17.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Maury,143.0,0.0,11.0,11.0,121.0,893.0,249.0,553.0,91.0,8.0,,
TENNESSEE-Nonmetropolitan Counties,McMinn,99.0,0.0,4.0,5.0,90.0,833.0,251.0,501.0,81.0,6.0,,
TENNESSEE-Nonmetropolitan Counties,McNairy,40.0,0.0,4.0,1.0,35.0,317.0,127.0,167.0,23.0,4.0,,
TENNESSEE-Nonmetropolitan Counties,Meigs,37.0,0.0,4.0,1.0,32.0,312.0,89.0,180.0,43.0,9.0,,
TENNESSEE-Nonmetropolitan Counties,Monroe,103.0,2.0,0.0,1.0,100.0,625.0,242.0,317.0,66.0,10.0,,
TENNESSEE-Nonmetropolitan Counties,Moore,15.0,1.0,6.0,0.0,8.0,102.0,30.0,60.0,12.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Obion,21.0,0.0,2.0,0.0,19.0,219.0,40.0,165.0,14.0,4.0,,
TENNESSEE-Nonmetropolitan Counties,Overton,31.0,1.0,0.0,4.0,26.0,292.0,121.0,164.0,7.0,4.0,,
TENNESSEE-Nonmetropolitan Counties,Perry,21.0,0.0,1.0,2.0,18.0,177.0,63.0,100.0,14.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Pickett,1.0,0.0,0.0,0.0,1.0,72.0,12.0,59.0,1.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Putnam,82.0,2.0,5.0,6.0,69.0,709.0,185.0,458.0,66.0,3.0,,
TENNESSEE-Nonmetropolitan Counties,Roane,53.0,1.0,2.0,5.0,45.0,865.0,227.0,569.0,69.0,7.0,,
TENNESSEE-Nonmetropolitan Counties,Scott,97.0,0.0,7.0,0.0,90.0,577.0,212.0,337.0,28.0,0.0,,
TENNESSEE-Nonmetropolitan Counties,Sevier,136.0,0.0,19.0,6.0,111.0,2111.0,1109.0,876.0,126.0,2.0,,
TENNESSEE-Nonmetropolitan Counties,Van Buren,6.0,0.0,0.0,0.0,6.0,60.0,13.0,40.0,7.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,Warren,49.0,0.0,1.0,3.0,45.0,416.0,158.0,211.0,47.0,3.0,,
TENNESSEE-Nonmetropolitan Counties,Wayne,18.0,0.0,1.0,0.0,17.0,80.0,26.0,49.0,5.0,6.0,,
TENNESSEE-Nonmetropolitan Counties,Weakley,43.0,3.0,4.0,2.0,34.0,223.0,90.0,112.0,21.0,1.0,,
TENNESSEE-Nonmetropolitan Counties,White,112.0,1.0,0.0,2.0,109.0,375.0,82.0,258.0,35.0,1.0,,
TEXAS-Metropolitan Counties,Aransas,27.0,1.0,2.0,3.0,21.0,455.0,172.0,253.0,30.0,0.0,,
TEXAS-Metropolitan Counties,Archer,10.0,2.0,0.0,1.0,7.0,77.0,24.0,46.0,7.0,0.0,,
TEXAS-Metropolitan Counties,Armstrong,0.0,0.0,0.0,0.0,0.0,10.0,4.0,6.0,0.0,0.0,,
TEXAS-Metropolitan Counties,Atascosa,43.0,4.0,0.0,7.0,32.0,312.0,135.0,150.0,27.0,1.0,,
TEXAS-Metropolitan Counties,Austin,8.0,1.0,0.0,0.0,7.0,127.0,46.0,64.0,17.0,0.0,,
TEXAS-Metropolitan Counties,Bandera,12.0,1.0,2.0,0.0,9.0,209.0,76.0,132.0,1.0,3.0,,
TEXAS-Metropolitan Counties,Bastrop,201.0,2.0,21.0,7.0,171.0,870.0,332.0,446.0,92.0,5.0,,
TEXAS-Metropolitan Counties,Bell,88.0,2.0,35.0,3.0,48.0,883.0,242.0,604.0,37.0,45.0,,
TEXAS-Metropolitan Counties,Bexar,650.0,19.0,90.0,123.0,418.0,7303.0,2391.0,4436.0,476.0,137.0,,
TEXAS-Metropolitan Counties,Bowie,128.0,1.0,9.0,7.0,111.0,611.0,221.0,323.0,67.0,6.0,,
TEXAS-Metropolitan Counties,Brazoria,72.0,0.0,3.0,21.0,48.0,1320.0,523.0,697.0,100.0,0.0,,
TEXAS-Metropolitan Counties,Brazos,61.0,0.0,5.0,1.0,55.0,463.0,174.0,264.0,25.0,2.0,,
TEXAS-Metropolitan Counties,Burleson,32.0,2.0,14.0,0.0,16.0,164.0,88.0,60.0,16.0,3.0,,
TEXAS-Metropolitan Counties,Caldwell,45.0,0.0,5.0,6.0,34.0,162.0,78.0,81.0,3.0,3.0,,
TEXAS-Metropolitan Counties,Calhoun,21.0,1.0,3.0,0.0,17.0,162.0,61.0,89.0,12.0,0.0,,
TEXAS-Metropolitan Counties,Callahan,4.0,0.0,0.0,0.0,4.0,15.0,8.0,6.0,1.0,0.0,,
TEXAS-Metropolitan Counties,Cameron,352.0,4.0,39.0,24.0,285.0,1726.0,806.0,804.0,116.0,6.0,,
TEXAS-Metropolitan Counties,Carson,11.0,0.0,1.0,1.0,9.0,50.0,19.0,28.0,3.0,0.0,,
TEXAS-Metropolitan Counties,Chambers,70.0,1.0,4.0,8.0,57.0,499.0,224.0,233.0,42.0,1.0,,
TEXAS-Metropolitan Counties,Clay,16.0,1.0,5.0,1.0,9.0,187.0,62.0,114.0,11.0,0.0,,
TEXAS-Metropolitan Counties,Collin,79.0,2.0,18.0,2.0,57.0,840.0,385.0,385.0,70.0,0.0,,
TEXAS-Metropolitan Counties,Comal,169.0,2.0,17.0,5.0,145.0,945.0,284.0,602.0,59.0,7.0,,
TEXAS-Metropolitan Counties,Coryell,10.0,0.0,1.0,1.0,8.0,152.0,78.0,70.0,4.0,0.0,,
TEXAS-Metropolitan Counties,Crosby,4.0,0.0,1.0,0.0,3.0,7.0,2.0,2.0,3.0,0.0,,
TEXAS-Metropolitan Counties,Dallas,28.0,0.0,1.0,6.0,21.0,378.0,81.0,259.0,38.0,18.0,,
TEXAS-Metropolitan Counties,Delta,8.0,0.0,0.0,1.0,7.0,77.0,48.0,22.0,7.0,1.0,,
TEXAS-Metropolitan Counties,Denton,79.0,1.0,11.0,8.0,59.0,901.0,268.0,570.0,63.0,18.0,,
TEXAS-Metropolitan Counties,Ector,58.0,3.0,0.0,14.0,41.0,1111.0,302.0,703.0,106.0,9.0,,
TEXAS-Metropolitan Counties,Ellis,70.0,0.0,3.0,1.0,66.0,1202.0,441.0,611.0,150.0,5.0,,
TEXAS-Metropolitan Counties,El Paso,224.0,2.0,27.0,32.0,163.0,1221.0,294.0,735.0,192.0,24.0,,
TEXAS-Metropolitan Counties,Fort Bend,1041.0,6.0,51.0,141.0,843.0,3910.0,1521.0,2071.0,318.0,10.0,,
TEXAS-Metropolitan Counties,Galveston,144.0,5.0,16.0,19.0,104.0,982.0,398.0,506.0,78.0,19.0,,
TEXAS-Metropolitan Counties,Goliad,6.0,0.0,2.0,2.0,2.0,49.0,20.0,27.0,2.0,1.0,,
TEXAS-Metropolitan Counties,Grayson,39.0,1.0,8.0,5.0,25.0,705.0,253.0,406.0,46.0,4.0,,
TEXAS-Metropolitan Counties,Gregg,104.0,4.0,14.0,13.0,73.0,715.0,179.0,430.0,106.0,7.0,,
TEXAS-Metropolitan Counties,Guadalupe,88.0,1.0,5.0,2.0,80.0,775.0,304.0,417.0,54.0,1.0,,
TEXAS-Metropolitan Counties,Hardin,43.0,0.0,6.0,4.0,33.0,416.0,126.0,221.0,69.0,2.0,,
TEXAS-Metropolitan Counties,Harris,7924.0,74.0,351.0,2441.0,5058.0,47432.0,13017.0,28560.0,5855.0,424.0,,
TEXAS-Metropolitan Counties,Hays,182.0,0.0,8.0,7.0,167.0,1165.0,401.0,760.0,4.0,2.0,,
TEXAS-Metropolitan Counties,Hidalgo,887.0,24.0,72.0,181.0,610.0,7055.0,2678.0,3731.0,646.0,156.0,,
TEXAS-Metropolitan Counties,Hunt,59.0,3.0,0.0,11.0,45.0,1207.0,449.0,683.0,75.0,5.0,,
TEXAS-Metropolitan Counties,Irion,6.0,0.0,0.0,0.0,6.0,26.0,8.0,18.0,0.0,0.0,,
TEXAS-Metropolitan Counties,Jefferson,33.0,0.0,2.0,3.0,28.0,463.0,150.0,264.0,49.0,3.0,,
TEXAS-Metropolitan Counties,Johnson,225.0,0.0,0.0,3.0,222.0,1241.0,367.0,741.0,133.0,20.0,,
TEXAS-Metropolitan Counties,Jones,6.0,0.0,2.0,1.0,3.0,70.0,23.0,39.0,8.0,0.0,,
TEXAS-Metropolitan Counties,Kaufman,265.0,1.0,4.0,19.0,241.0,1648.0,664.0,833.0,151.0,13.0,,
TEXAS-Metropolitan Counties,Kendall,16.0,1.0,4.0,3.0,8.0,163.0,42.0,113.0,8.0,2.0,,
TEXAS-Metropolitan Counties,Lampasas,8.0,0.0,3.0,0.0,5.0,74.0,30.0,38.0,6.0,0.0,,
TEXAS-Metropolitan Counties,Liberty,150.0,2.0,13.0,10.0,125.0,1221.0,444.0,597.0,180.0,23.0,,
TEXAS-Metropolitan Counties,Lubbock,112.0,0.0,11.0,11.0,90.0,746.0,362.0,312.0,72.0,6.0,,
TEXAS-Metropolitan Counties,McLennan,113.0,1.0,39.0,8.0,65.0,799.0,287.0,441.0,71.0,12.0,,
TEXAS-Metropolitan Counties,Medina,43.0,0.0,6.0,3.0,34.0,230.0,121.0,99.0,10.0,15.0,,
TEXAS-Metropolitan Counties,Midland,90.0,0.0,5.0,5.0,80.0,547.0,209.0,314.0,24.0,4.0,,
TEXAS-Metropolitan Counties,Montgomery,706.0,8.0,41.0,132.0,525.0,6957.0,2196.0,4399.0,362.0,65.0,,
TEXAS-Metropolitan Counties,Nueces,81.0,0.0,10.0,4.0,67.0,287.0,120.0,154.0,13.0,5.0,,
TEXAS-Metropolitan Counties,Orange,97.0,1.0,8.0,7.0,81.0,620.0,236.0,307.0,77.0,4.0,,
TEXAS-Metropolitan Counties,Parker,61.0,1.0,7.0,1.0,52.0,1097.0,390.0,649.0,58.0,0.0,,
TEXAS-Metropolitan Counties,Potter,19.0,2.0,1.0,1.0,15.0,226.0,67.0,142.0,17.0,3.0,,
TEXAS-Metropolitan Counties,Randall,33.0,0.0,5.0,2.0,26.0,306.0,88.0,182.0,36.0,8.0,,
TEXAS-Metropolitan Counties,Robertson,12.0,0.0,1.0,0.0,11.0,131.0,38.0,77.0,16.0,4.0,,
TEXAS-Metropolitan Counties,Rockwall,52.0,0.0,5.0,2.0,45.0,331.0,107.0,193.0,31.0,0.0,,
TEXAS-Metropolitan Counties,Rusk,105.0,2.0,3.0,2.0,98.0,642.0,259.0,302.0,81.0,4.0,,
TEXAS-Metropolitan Counties,San Jacinto,55.0,0.0,1.0,4.0,50.0,589.0,226.0,271.0,92.0,3.0,,
TEXAS-Metropolitan Counties,San Patricio,26.0,0.0,0.0,3.0,23.0,375.0,119.0,235.0,21.0,3.0,,
TEXAS-Metropolitan Counties,Smith,309.0,8.0,29.0,24.0,248.0,1903.0,704.0,1013.0,186.0,17.0,,
TEXAS-Metropolitan Counties,Tarrant,121.0,0.0,24.0,25.0,72.0,1307.0,410.0,787.0,110.0,3.0,,
TEXAS-Metropolitan Counties,Taylor,19.0,0.0,4.0,1.0,14.0,131.0,69.0,57.0,5.0,1.0,,
TEXAS-Metropolitan Counties,Tom Green,21.0,0.0,5.0,0.0,16.0,256.0,73.0,169.0,14.0,3.0,,
TEXAS-Metropolitan Counties,Travis,290.0,2.0,30.0,33.0,225.0,3576.0,1107.0,2271.0,198.0,13.0,,
TEXAS-Metropolitan Counties,Upshur,55.0,0.0,13.0,4.0,38.0,632.0,254.0,322.0,56.0,0.0,,
TEXAS-Metropolitan Counties,Victoria,89.0,0.0,14.0,3.0,72.0,608.0,200.0,371.0,37.0,2.0,,
TEXAS-Metropolitan Counties,Waller,28.0,1.0,1.0,3.0,23.0,243.0,125.0,98.0,20.0,0.0,,
TEXAS-Metropolitan Counties,Webb,78.0,1.0,4.0,11.0,62.0,344.0,140.0,165.0,39.0,3.0,,
TEXAS-Metropolitan Counties,Wichita,16.0,0.0,2.0,1.0,13.0,153.0,72.0,71.0,10.0,3.0,,
TEXAS-Metropolitan Counties,Williamson,188.0,1.0,32.0,19.0,136.0,1526.0,378.0,1063.0,85.0,10.0,,
TEXAS-Metropolitan Counties,Wilson,60.0,2.0,4.0,1.0,53.0,208.0,67.0,123.0,18.0,0.0,,
TEXAS-Metropolitan Counties,Wise,141.0,0.0,14.0,5.0,122.0,505.0,166.0,325.0,14.0,0.0,,
TEXAS-Nonmetropolitan Counties,Anderson,50.0,1.0,5.0,2.0,42.0,381.0,186.0,156.0,39.0,2.0,,
TEXAS-Nonmetropolitan Counties,Andrews,9.0,0.0,1.0,0.0,8.0,68.0,20.0,46.0,2.0,2.0,,
TEXAS-Nonmetropolitan Counties,Angelina,124.0,0.0,7.0,5.0,112.0,287.0,120.0,148.0,19.0,0.0,,
TEXAS-Nonmetropolitan Counties,Bailey,1.0,0.0,0.0,0.0,1.0,25.0,11.0,12.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Baylor,0.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Bee,22.0,0.0,3.0,2.0,17.0,166.0,61.0,92.0,13.0,1.0,,
TEXAS-Nonmetropolitan Counties,Blanco,4.0,0.0,1.0,0.0,3.0,34.0,17.0,15.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Borden,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,0.0,1.0,,
TEXAS-Nonmetropolitan Counties,Bosque,23.0,1.0,6.0,2.0,14.0,82.0,27.0,53.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Brewster,10.0,1.0,1.0,1.0,7.0,31.0,13.0,18.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Briscoe,0.0,0.0,0.0,0.0,0.0,15.0,2.0,11.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Brooks,0.0,0.0,0.0,0.0,0.0,15.0,6.0,6.0,3.0,0.0,,
TEXAS-Nonmetropolitan Counties,Brown,21.0,2.0,1.0,1.0,17.0,154.0,70.0,82.0,2.0,5.0,,
TEXAS-Nonmetropolitan Counties,Burnet,48.0,1.0,3.0,1.0,43.0,318.0,112.0,183.0,23.0,3.0,,
TEXAS-Nonmetropolitan Counties,Camp,8.0,0.0,2.0,2.0,4.0,152.0,60.0,79.0,13.0,2.0,,
TEXAS-Nonmetropolitan Counties,Cass,18.0,1.0,3.0,1.0,13.0,336.0,146.0,153.0,37.0,7.0,,
TEXAS-Nonmetropolitan Counties,Castro,7.0,1.0,1.0,0.0,5.0,99.0,35.0,57.0,7.0,0.0,,
TEXAS-Nonmetropolitan Counties,Cherokee,66.0,1.0,10.0,2.0,53.0,420.0,144.0,216.0,60.0,4.0,,
TEXAS-Nonmetropolitan Counties,Childress,0.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,1.0,0.0,,
TEXAS-Nonmetropolitan Counties,Cochran,7.0,0.0,1.0,2.0,4.0,77.0,30.0,42.0,5.0,6.0,,
TEXAS-Nonmetropolitan Counties,Coke,5.0,0.0,0.0,0.0,5.0,5.0,4.0,1.0,0.0,1.0,,
TEXAS-Nonmetropolitan Counties,Coleman,0.0,0.0,0.0,0.0,0.0,32.0,10.0,20.0,2.0,1.0,,
TEXAS-Nonmetropolitan Counties,Collingsworth,4.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Colorado,17.0,0.0,2.0,2.0,13.0,123.0,31.0,82.0,10.0,2.0,,
TEXAS-Nonmetropolitan Counties,Comanche,4.0,1.0,2.0,0.0,1.0,78.0,31.0,45.0,2.0,1.0,,
TEXAS-Nonmetropolitan Counties,Concho,2.0,0.0,0.0,0.0,2.0,16.0,9.0,6.0,1.0,0.0,,
TEXAS-Nonmetropolitan Counties,Cooke,23.0,1.0,2.0,1.0,19.0,269.0,133.0,111.0,25.0,2.0,,
TEXAS-Nonmetropolitan Counties,Cottle,2.0,1.0,0.0,0.0,1.0,8.0,8.0,0.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Crane,2.0,1.0,0.0,0.0,1.0,33.0,11.0,21.0,1.0,3.0,,
TEXAS-Nonmetropolitan Counties,Crockett,11.0,1.0,4.0,0.0,6.0,56.0,15.0,38.0,3.0,1.0,,
TEXAS-Nonmetropolitan Counties,Culberson,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Dallam,0.0,0.0,0.0,0.0,0.0,23.0,17.0,5.0,1.0,1.0,,
TEXAS-Nonmetropolitan Counties,Dawson,0.0,0.0,0.0,0.0,0.0,32.0,13.0,17.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Deaf Smith,7.0,0.0,0.0,1.0,6.0,102.0,32.0,61.0,9.0,1.0,,
TEXAS-Nonmetropolitan Counties,Dewitt,10.0,0.0,2.0,0.0,8.0,89.0,33.0,52.0,4.0,0.0,,
TEXAS-Nonmetropolitan Counties,Dickens,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Dimmit,87.0,0.0,5.0,5.0,77.0,278.0,110.0,160.0,8.0,3.0,,
TEXAS-Nonmetropolitan Counties,Donley,4.0,0.0,0.0,0.0,4.0,54.0,13.0,38.0,3.0,0.0,,
TEXAS-Nonmetropolitan Counties,Duval,27.0,1.0,2.0,2.0,22.0,120.0,57.0,59.0,4.0,1.0,,
TEXAS-Nonmetropolitan Counties,Eastland,3.0,0.0,0.0,2.0,1.0,32.0,11.0,19.0,2.0,1.0,,
TEXAS-Nonmetropolitan Counties,Edwards,3.0,0.0,0.0,0.0,3.0,51.0,27.0,22.0,2.0,1.0,,
TEXAS-Nonmetropolitan Counties,Erath,28.0,0.0,11.0,0.0,17.0,169.0,54.0,95.0,20.0,3.0,,
TEXAS-Nonmetropolitan Counties,Falls,9.0,0.0,1.0,0.0,8.0,43.0,9.0,22.0,12.0,1.0,,
TEXAS-Nonmetropolitan Counties,Fannin,26.0,1.0,4.0,1.0,20.0,245.0,95.0,140.0,10.0,4.0,,
TEXAS-Nonmetropolitan Counties,Fayette,4.0,1.0,0.0,0.0,3.0,161.0,34.0,119.0,8.0,2.0,,
TEXAS-Nonmetropolitan Counties,Fisher,15.0,0.0,8.0,0.0,7.0,51.0,15.0,32.0,4.0,2.0,,
TEXAS-Nonmetropolitan Counties,Floyd,4.0,0.0,0.0,0.0,4.0,15.0,2.0,12.0,1.0,1.0,,
TEXAS-Nonmetropolitan Counties,Foard,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Franklin,8.0,0.0,0.0,2.0,6.0,117.0,61.0,43.0,13.0,0.0,,
TEXAS-Nonmetropolitan Counties,Freestone,8.0,0.0,0.0,1.0,7.0,138.0,40.0,82.0,16.0,0.0,,
TEXAS-Nonmetropolitan Counties,Frio,5.0,0.0,0.0,0.0,5.0,43.0,21.0,22.0,0.0,1.0,,
TEXAS-Nonmetropolitan Counties,Gaines,6.0,1.0,1.0,0.0,4.0,60.0,5.0,53.0,2.0,3.0,,
TEXAS-Nonmetropolitan Counties,Garza,3.0,0.0,1.0,0.0,2.0,58.0,16.0,36.0,6.0,0.0,,
TEXAS-Nonmetropolitan Counties,Gillespie,5.0,0.0,2.0,0.0,3.0,92.0,23.0,67.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Glasscock,1.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Gonzales,11.0,0.0,0.0,2.0,9.0,81.0,37.0,41.0,3.0,1.0,,
TEXAS-Nonmetropolitan Counties,Gray,12.0,0.0,1.0,2.0,9.0,95.0,23.0,66.0,6.0,0.0,,
TEXAS-Nonmetropolitan Counties,Grimes,24.0,0.0,4.0,2.0,18.0,402.0,140.0,242.0,20.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hale,3.0,0.0,1.0,1.0,1.0,81.0,35.0,44.0,2.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hall,3.0,2.0,0.0,0.0,1.0,23.0,14.0,6.0,3.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hamilton,18.0,0.0,0.0,0.0,18.0,156.0,58.0,80.0,18.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hansford,9.0,0.0,0.0,0.0,9.0,19.0,6.0,10.0,3.0,1.0,,
TEXAS-Nonmetropolitan Counties,Hardeman,9.0,0.0,3.0,2.0,4.0,98.0,50.0,44.0,4.0,2.0,,
TEXAS-Nonmetropolitan Counties,Harrison,84.0,1.0,1.0,7.0,75.0,789.0,347.0,402.0,40.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hartley,0.0,0.0,0.0,0.0,0.0,20.0,8.0,11.0,1.0,1.0,,
TEXAS-Nonmetropolitan Counties,Haskell,0.0,0.0,0.0,0.0,0.0,21.0,3.0,17.0,1.0,1.0,,
TEXAS-Nonmetropolitan Counties,Hemphill,12.0,0.0,2.0,0.0,10.0,61.0,13.0,41.0,7.0,2.0,,
TEXAS-Nonmetropolitan Counties,Henderson,147.0,3.0,1.0,6.0,137.0,1046.0,441.0,485.0,120.0,3.0,,
TEXAS-Nonmetropolitan Counties,Hill,6.0,0.0,0.0,2.0,4.0,320.0,146.0,156.0,18.0,3.0,,
TEXAS-Nonmetropolitan Counties,Hockley,10.0,0.0,4.0,0.0,6.0,71.0,26.0,38.0,7.0,3.0,,
TEXAS-Nonmetropolitan Counties,Hood,47.0,0.0,0.0,3.0,44.0,608.0,181.0,386.0,41.0,14.0,,
TEXAS-Nonmetropolitan Counties,Hopkins,40.0,0.0,13.0,0.0,27.0,219.0,85.0,107.0,27.0,0.0,,
TEXAS-Nonmetropolitan Counties,Houston,15.0,0.0,2.0,1.0,12.0,191.0,63.0,96.0,32.0,1.0,,
TEXAS-Nonmetropolitan Counties,Howard,26.0,0.0,3.0,3.0,20.0,117.0,45.0,62.0,10.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hudspeth,3.0,0.0,0.0,1.0,2.0,34.0,18.0,16.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Hutchinson,14.0,0.0,0.0,0.0,14.0,87.0,40.0,41.0,6.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jack,3.0,0.0,2.0,0.0,1.0,44.0,20.0,19.0,5.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jackson,15.0,0.0,1.0,0.0,14.0,93.0,28.0,59.0,6.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jasper,42.0,0.0,2.0,4.0,36.0,282.0,110.0,143.0,29.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jeff Davis,8.0,0.0,3.0,0.0,5.0,11.0,6.0,5.0,0.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jim Hogg,10.0,0.0,0.0,0.0,10.0,83.0,22.0,50.0,11.0,0.0,,
TEXAS-Nonmetropolitan Counties,Jim Wells,94.0,0.0,6.0,3.0,85.0,455.0,213.0,211.0,31.0,4.0,,
