State,County,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1,,
LOUISIANA-Nonmetropolitan Counties,Vermilion,278.0,3.0,10.0,2.0,263.0,265.0,54.0,211.0,0.0,0.0,,
LOUISIANA-Nonmetropolitan Counties,Washington,134.0,5.0,9.0,15.0,105.0,687.0,202.0,435.0,50.0,0.0,,
LOUISIANA-Nonmetropolitan Counties,Webster,45.0,0.0,4.0,0.0,41.0,202.0,97.0,79.0,26.0,1.0,,
LOUISIANA-Nonmetropolitan Counties,West Carroll,28.0,3.0,0.0,0.0,25.0,264.0,72.0,176.0,16.0,4.0,,
MAINE-Metropolitan Counties,Androscoggin,6.0,0.0,2.0,0.0,4.0,229.0,66.0,155.0,8.0,1.0,,
MAINE-Metropolitan Counties,Cumberland,28.0,0.0,5.0,4.0,19.0,567.0,251.0,279.0,37.0,3.0,,
MAINE-Metropolitan Counties,Penobscot,6.0,0.0,0.0,1.0,5.0,711.0,206.0,461.0,44.0,0.0,,
MAINE-Metropolitan Counties,Sagadahoc,5.0,0.0,2.0,1.0,2.0,149.0,57.0,86.0,6.0,1.0,,
MAINE-Metropolitan Counties,York,23.0,0.0,7.0,1.0,15.0,512.0,183.0,294.0,35.0,0.0,,
MAINE-Nonmetropolitan Counties,Aroostook,2.0,0.0,0.0,0.0,2.0,74.0,20.0,50.0,4.0,0.0,,
MAINE-Nonmetropolitan Counties,Franklin,2.0,0.0,0.0,0.0,2.0,117.0,68.0,46.0,3.0,0.0,,
MAINE-Nonmetropolitan Counties,Hancock,5.0,0.0,1.0,1.0,3.0,241.0,50.0,183.0,8.0,0.0,,
MAINE-Nonmetropolitan Counties,Kennebec,8.0,0.0,7.0,0.0,1.0,299.0,63.0,218.0,18.0,3.0,,
MAINE-Nonmetropolitan Counties,Knox,10.0,0.0,1.0,0.0,9.0,225.0,63.0,150.0,12.0,0.0,,
MAINE-Nonmetropolitan Counties,Lincoln,13.0,0.0,5.0,0.0,8.0,235.0,74.0,152.0,9.0,3.0,,
MAINE-Nonmetropolitan Counties,Oxford,18.0,0.0,10.0,0.0,8.0,270.0,101.0,157.0,12.0,1.0,,
MAINE-Nonmetropolitan Counties,Piscataquis,4.0,0.0,3.0,0.0,1.0,110.0,40.0,58.0,12.0,1.0,,
MAINE-Nonmetropolitan Counties,Somerset,13.0,0.0,8.0,1.0,4.0,376.0,126.0,217.0,33.0,1.0,,
MAINE-Nonmetropolitan Counties,Waldo,7.0,0.0,0.0,0.0,7.0,138.0,79.0,48.0,11.0,1.0,,
MAINE-Nonmetropolitan Counties,Washington,43.0,0.0,1.0,1.0,41.0,200.0,61.0,128.0,11.0,0.0,,
MARYLAND-Metropolitan Counties,Allegany,2.0,0.0,0.0,0.0,2.0,77.0,16.0,61.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Anne Arundel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Anne Arundel County Police Department,2603.0,10.0,101.0,680.0,1812.0,17627.0,3124.0,13105.0,1398.0,132.0,,
MARYLAND-Metropolitan Counties,Baltimore County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Baltimore County Police Department,4901.0,30.0,148.0,1725.0,2998.0,26611.0,4393.0,19340.0,2878.0,333.0,,
MARYLAND-Metropolitan Counties,Calvert,294.0,1.0,6.0,15.0,272.0,1495.0,352.0,1051.0,92.0,1.0,,
MARYLAND-Metropolitan Counties,Carroll,70.0,0.0,19.0,6.0,45.0,375.0,87.0,276.0,12.0,3.0,,
MARYLAND-Metropolitan Counties,Cecil,92.0,2.0,7.0,19.0,64.0,1223.0,510.0,600.0,113.0,1.0,,
MARYLAND-Metropolitan Counties,Charles,741.0,10.0,26.0,173.0,532.0,4016.0,725.0,2922.0,369.0,0.0,,
MARYLAND-Metropolitan Counties,Frederick,238.0,1.0,8.0,16.0,213.0,1599.0,252.0,1282.0,65.0,21.0,,
MARYLAND-Metropolitan Counties,Harford,433.0,3.0,54.0,128.0,248.0,2966.0,770.0,1945.0,251.0,20.0,,
MARYLAND-Metropolitan Counties,Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Howard County Police Department,703.0,4.0,36.0,259.0,404.0,8205.0,1376.0,6317.0,512.0,82.0,,
MARYLAND-Metropolitan Counties,Montgomery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Montgomery County Police Department,2087.0,21.0,131.0,1100.0,835.0,24888.0,3603.0,19027.0,2258.0,252.0,,
MARYLAND-Metropolitan Counties,Prince George's,93.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,,
MARYLAND-Metropolitan Counties,Prince George's County Police Department,5966.0,102.0,215.0,2954.0,2695.0,34856.0,6636.0,20046.0,8174.0,355.0,,
MARYLAND-Metropolitan Counties,Queen Anne's,101.0,1.0,10.0,11.0,79.0,707.0,149.0,521.0,37.0,3.0,,
MARYLAND-Metropolitan Counties,Somerset,0.0,0.0,0.0,0.0,0.0,46.0,8.0,37.0,1.0,0.0,,
MARYLAND-Metropolitan Counties,Washington,165.0,0.0,12.0,23.0,130.0,1349.0,335.0,924.0,90.0,0.0,,
MARYLAND-Metropolitan Counties,Wicomico,136.0,1.0,13.0,29.0,93.0,881.0,287.0,534.0,60.0,4.0,,
MARYLAND-Nonmetropolitan Counties,Caroline,39.0,1.0,4.0,7.0,27.0,393.0,156.0,225.0,12.0,0.0,,
MARYLAND-Nonmetropolitan Counties,Dorchester,26.0,0.0,4.0,3.0,19.0,324.0,117.0,189.0,18.0,0.0,,
MARYLAND-Nonmetropolitan Counties,Garrett,29.0,0.0,0.0,1.0,28.0,301.0,97.0,193.0,11.0,0.0,,
MARYLAND-Nonmetropolitan Counties,Kent,21.0,0.0,1.0,3.0,17.0,163.0,73.0,88.0,2.0,1.0,,
MARYLAND-Nonmetropolitan Counties,St. Mary's,268.0,2.0,8.0,40.0,218.0,1946.0,466.0,1364.0,116.0,5.0,,
MARYLAND-Nonmetropolitan Counties,Talbot,18.0,0.0,3.0,0.0,15.0,288.0,60.0,221.0,7.0,0.0,,
MARYLAND-Nonmetropolitan Counties,Worcester,55.0,2.0,1.0,0.0,52.0,163.0,41.0,110.0,12.0,0.0,,
MICHIGAN-Metropolitan Counties,Barry,29.0,0.0,13.0,1.0,15.0,420.0,83.0,315.0,22.0,3.0,,
MICHIGAN-Metropolitan Counties,Bay,51.0,0.0,12.0,12.0,27.0,648.0,97.0,525.0,26.0,1.0,,
MICHIGAN-Metropolitan Counties,Berrien,126.0,0.0,24.0,10.0,92.0,876.0,264.0,570.0,42.0,4.0,,
MICHIGAN-Metropolitan Counties,Cass,44.0,2.0,19.0,0.0,23.0,713.0,230.0,441.0,42.0,3.0,,
MICHIGAN-Metropolitan Counties,Ingham,107.0,0.0,16.0,13.0,78.0,1023.0,234.0,740.0,49.0,5.0,,
MICHIGAN-Metropolitan Counties,Ionia2,61.0,1.0,15.0,3.0,42.0,381.0,131.0,229.0,21.0,4.0,,
MICHIGAN-Metropolitan Counties,Jackson,101.0,1.0,18.0,3.0,79.0,481.0,132.0,323.0,26.0,4.0,,
MICHIGAN-Metropolitan Counties,Kalamazoo,236.0,1.0,37.0,58.0,140.0,2520.0,736.0,1672.0,112.0,23.0,,
MICHIGAN-Metropolitan Counties,Kent,336.0,1.0,58.0,46.0,231.0,3852.0,956.0,2730.0,166.0,26.0,,
MICHIGAN-Metropolitan Counties,Lapeer,47.0,0.0,9.0,0.0,38.0,472.0,106.0,339.0,27.0,1.0,,
MICHIGAN-Metropolitan Counties,Livingston,55.0,0.0,5.0,2.0,48.0,847.0,174.0,619.0,54.0,5.0,,
MICHIGAN-Metropolitan Counties,Macomb,370.0,0.0,65.0,50.0,255.0,2671.0,527.0,1937.0,207.0,17.0,,
MICHIGAN-Metropolitan Counties,Monroe2,240.0,2.0,56.0,37.0,145.0,2658.0,658.0,1861.0,139.0,48.0,,
MICHIGAN-Metropolitan Counties,Newaygo,58.0,0.0,5.0,0.0,53.0,410.0,164.0,235.0,11.0,2.0,,
MICHIGAN-Metropolitan Counties,Oakland,285.0,3.0,45.0,44.0,193.0,4105.0,868.0,3042.0,195.0,61.0,,
MICHIGAN-Metropolitan Counties,Ottawa,268.0,3.0,87.0,29.0,149.0,2962.0,682.0,2182.0,98.0,22.0,,
MICHIGAN-Metropolitan Counties,Saginaw,134.0,1.0,5.0,13.0,115.0,642.0,165.0,436.0,41.0,1.0,,
MICHIGAN-Metropolitan Counties,St. Clair,206.0,2.0,29.0,15.0,160.0,1783.0,434.0,1214.0,135.0,17.0,,
MICHIGAN-Metropolitan Counties,Van Buren,103.0,2.0,28.0,5.0,68.0,677.0,141.0,451.0,85.0,7.0,,
MICHIGAN-Metropolitan Counties,Washtenaw,520.0,5.0,55.0,109.0,351.0,2419.0,895.0,1307.0,217.0,30.0,,
MICHIGAN-Metropolitan Counties,Wayne,13.0,0.0,0.0,9.0,4.0,17.0,2.0,13.0,2.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Alcona,9.0,0.0,0.0,0.0,9.0,165.0,55.0,107.0,3.0,1.0,,
MICHIGAN-Nonmetropolitan Counties,Alger,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Allegan,90.0,1.0,27.0,9.0,53.0,730.0,170.0,510.0,50.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Benzie,30.0,0.0,5.0,3.0,22.0,186.0,58.0,118.0,10.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Charlevoix,12.0,0.0,4.0,0.0,8.0,156.0,49.0,105.0,2.0,5.0,,
MICHIGAN-Nonmetropolitan Counties,Cheboygan,8.0,1.0,3.0,0.0,4.0,97.0,41.0,53.0,3.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Chippewa,7.0,0.0,0.0,0.0,7.0,93.0,33.0,59.0,1.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Crawford,23.0,0.0,6.0,1.0,16.0,186.0,62.0,107.0,17.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Delta,5.0,0.0,1.0,0.0,4.0,51.0,12.0,36.0,3.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Gladwin,23.0,0.0,3.0,1.0,19.0,146.0,52.0,83.0,11.0,3.0,,
MICHIGAN-Nonmetropolitan Counties,Gratiot,16.0,0.0,8.0,1.0,7.0,189.0,43.0,137.0,9.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Hillsdale,34.0,0.0,10.0,0.0,24.0,226.0,66.0,143.0,17.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Huron,16.0,1.0,3.0,0.0,12.0,195.0,79.0,111.0,5.0,5.0,,
MICHIGAN-Nonmetropolitan Counties,Iosco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Iron,6.0,0.0,4.0,0.0,2.0,30.0,6.0,23.0,1.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Isabella,43.0,0.0,14.0,3.0,26.0,530.0,171.0,328.0,31.0,5.0,,
MICHIGAN-Nonmetropolitan Counties,Kalkaska,24.0,0.0,1.0,1.0,22.0,249.0,79.0,160.0,10.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Keweenaw,1.0,0.0,1.0,0.0,0.0,39.0,5.0,34.0,0.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Lake,24.0,1.0,2.0,1.0,20.0,256.0,117.0,129.0,10.0,4.0,,
MICHIGAN-Nonmetropolitan Counties,Luce,6.0,0.0,0.0,0.0,6.0,97.0,54.0,42.0,1.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Mackinac,2.0,0.0,0.0,1.0,1.0,60.0,22.0,38.0,0.0,1.0,,
MICHIGAN-Nonmetropolitan Counties,Manistee,14.0,0.0,4.0,0.0,10.0,129.0,20.0,104.0,5.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Marquette,3.0,0.0,0.0,0.0,3.0,167.0,19.0,146.0,2.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Mason,42.0,0.0,8.0,1.0,33.0,521.0,87.0,425.0,9.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Mecosta,56.0,0.0,5.0,1.0,50.0,496.0,134.0,345.0,17.0,4.0,,
MICHIGAN-Nonmetropolitan Counties,Menominee,4.0,0.0,1.0,0.0,3.0,57.0,27.0,29.0,1.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Midland,60.0,0.0,22.0,1.0,37.0,424.0,77.0,323.0,24.0,4.0,,
MICHIGAN-Nonmetropolitan Counties,Missaukee,0.0,0.0,0.0,0.0,0.0,22.0,8.0,14.0,0.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Montcalm,56.0,1.0,28.0,2.0,25.0,506.0,153.0,325.0,28.0,7.0,,
MICHIGAN-Nonmetropolitan Counties,Montmorency,11.0,0.0,1.0,0.0,10.0,57.0,24.0,25.0,8.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Oceana,26.0,1.0,11.0,0.0,14.0,331.0,110.0,210.0,11.0,1.0,,
MICHIGAN-Nonmetropolitan Counties,Ogemaw,13.0,0.0,2.0,0.0,11.0,215.0,91.0,117.0,7.0,3.0,,
MICHIGAN-Nonmetropolitan Counties,Ontonagon,2.0,0.0,0.0,0.0,2.0,18.0,6.0,12.0,0.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Osceola,31.0,0.0,6.0,0.0,25.0,235.0,80.0,151.0,4.0,1.0,,
MICHIGAN-Nonmetropolitan Counties,Otsego,9.0,0.0,0.0,0.0,9.0,80.0,24.0,53.0,3.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Roscommon,17.0,0.0,4.0,1.0,12.0,205.0,47.0,129.0,29.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,Sanilac,22.0,2.0,4.0,1.0,15.0,194.0,62.0,121.0,11.0,1.0,,
MICHIGAN-Nonmetropolitan Counties,Schoolcraft,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,
MICHIGAN-Nonmetropolitan Counties,St. Joseph,39.0,0.0,9.0,0.0,30.0,317.0,109.0,196.0,12.0,2.0,,
MICHIGAN-Nonmetropolitan Counties,Tuscola,24.0,0.0,6.0,0.0,18.0,368.0,144.0,192.0,32.0,4.0,,
MICHIGAN-Nonmetropolitan Counties,Wexford,26.0,1.0,5.0,0.0,20.0,392.0,69.0,309.0,14.0,3.0,,
MINNESOTA-Metropolitan Counties6,Anoka,,2.0,,4.0,54.0,1870.0,381.0,1393.0,96.0,14.0,,
MINNESOTA-Metropolitan Counties6,Benton,,0.0,,1.0,9.0,308.0,54.0,219.0,35.0,7.0,,
MINNESOTA-Metropolitan Counties6,Blue Earth,,0.0,,0.0,3.0,181.0,52.0,114.0,15.0,5.0,,
MINNESOTA-Metropolitan Counties6,Carlton,,0.0,,0.0,8.0,335.0,75.0,244.0,16.0,0.0,,
MINNESOTA-Metropolitan Counties6,Carver,,0.0,,3.0,18.0,994.0,118.0,837.0,39.0,5.0,,
MINNESOTA-Metropolitan Counties6,Chisago,,0.0,,1.0,13.0,517.0,100.0,386.0,31.0,1.0,,
MINNESOTA-Metropolitan Counties6,Clay5,,0.0,,1.0,3.0,,,43.0,7.0,0.0,,
MINNESOTA-Metropolitan Counties6,Dakota,,0.0,,1.0,19.0,211.0,55.0,136.0,20.0,4.0,,
MINNESOTA-Metropolitan Counties6,Dodge5,,1.0,,0.0,,250.0,44.0,197.0,9.0,3.0,,
MINNESOTA-Metropolitan Counties6,Hennepin,,0.0,,2.0,16.0,136.0,17.0,110.0,9.0,4.0,,
MINNESOTA-Metropolitan Counties6,Houston,,0.0,,0.0,5.0,113.0,33.0,74.0,6.0,0.0,,
MINNESOTA-Metropolitan Counties6,Isanti,,0.0,,1.0,10.0,438.0,120.0,282.0,36.0,3.0,,
MINNESOTA-Metropolitan Counties6,Nicollet,,0.0,,0.0,5.0,90.0,25.0,59.0,6.0,1.0,,
MINNESOTA-Metropolitan Counties6,Olmsted,,0.0,,2.0,19.0,408.0,112.0,257.0,39.0,7.0,,
MINNESOTA-Metropolitan Counties6,Polk,,1.0,,0.0,28.0,223.0,55.0,158.0,10.0,2.0,,
MINNESOTA-Metropolitan Counties6,Scott,,0.0,,0.0,9.0,166.0,37.0,112.0,17.0,1.0,,
MINNESOTA-Metropolitan Counties6,Sherburne,,1.0,,2.0,27.0,627.0,116.0,478.0,33.0,1.0,,
MINNESOTA-Metropolitan Counties6,Stearns,,1.0,,1.0,30.0,466.0,82.0,363.0,21.0,2.0,,
MINNESOTA-Metropolitan Counties6,St. Louis,,0.0,,5.0,39.0,788.0,242.0,449.0,97.0,6.0,,
MINNESOTA-Metropolitan Counties6,Washington,,0.0,,10.0,21.0,1151.0,253.0,853.0,45.0,6.0,,
MINNESOTA-Metropolitan Counties6,Wright,,0.0,,6.0,50.0,2021.0,212.0,1716.0,93.0,6.0,,
MINNESOTA-Nonmetropolitan Counties6,Aitkin,,2.0,,1.0,16.0,412.0,138.0,246.0,28.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Becker,,0.0,,1.0,20.0,181.0,85.0,74.0,22.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Beltrami,,0.0,,2.0,38.0,413.0,89.0,269.0,55.0,6.0,,
MINNESOTA-Nonmetropolitan Counties6,Brown,,0.0,,0.0,0.0,3.0,1.0,0.0,2.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Cass,,0.0,,1.0,21.0,446.0,128.0,253.0,65.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Chippewa,,0.0,,1.0,8.0,69.0,2.0,63.0,4.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Clearwater,,0.0,,0.0,19.0,118.0,29.0,84.0,5.0,4.0,,
MINNESOTA-Nonmetropolitan Counties6,Cook,,0.0,,1.0,9.0,122.0,24.0,87.0,11.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Cottonwood,,0.0,,0.0,2.0,47.0,22.0,22.0,3.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Crow Wing,,0.0,,0.0,31.0,387.0,93.0,259.0,35.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Douglas,,0.0,,0.0,4.0,342.0,75.0,250.0,17.0,6.0,,
MINNESOTA-Nonmetropolitan Counties6,Faribault,,0.0,,0.0,0.0,69.0,38.0,28.0,3.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Fillmore,,0.0,,0.0,3.0,111.0,34.0,68.0,9.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Freeborn,,0.0,,2.0,6.0,117.0,14.0,90.0,13.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Goodhue,,0.0,,2.0,8.0,207.0,60.0,126.0,21.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Grant,,0.0,,0.0,8.0,110.0,32.0,70.0,8.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Hubbard,,1.0,,0.0,3.0,310.0,120.0,169.0,21.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Itasca,,0.0,,0.0,17.0,375.0,101.0,253.0,21.0,3.0,,
MINNESOTA-Nonmetropolitan Counties6,Jackson,,0.0,,0.0,0.0,38.0,7.0,28.0,3.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Kanabec,,0.0,,2.0,17.0,257.0,94.0,144.0,19.0,7.0,,
MINNESOTA-Nonmetropolitan Counties6,Kandiyohi,,0.0,,3.0,13.0,320.0,47.0,261.0,12.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Kittson,,0.0,,0.0,0.0,78.0,15.0,62.0,1.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Koochiching,,0.0,,0.0,8.0,141.0,42.0,89.0,10.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Lac Qui Parle,,0.0,,0.0,3.0,50.0,7.0,42.0,1.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Lake,,1.0,,0.0,4.0,86.0,40.0,46.0,0.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Lake of the Woods,,0.0,,0.0,5.0,51.0,14.0,33.0,4.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Le Sueur5,,0.0,,0.0,10.0,,,109.0,6.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Lincoln,,0.0,,0.0,1.0,5.0,0.0,5.0,0.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Lyon,,0.0,,0.0,4.0,55.0,22.0,29.0,4.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Marshall,,0.0,,0.0,5.0,108.0,8.0,98.0,2.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Martin,,0.0,,0.0,5.0,57.0,17.0,38.0,2.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,McLeod,,1.0,,0.0,10.0,107.0,40.0,61.0,6.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Meeker,,0.0,,0.0,9.0,205.0,48.0,145.0,12.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Mille Lacs,,0.0,,0.0,24.0,373.0,90.0,252.0,31.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Morrison,,1.0,,0.0,10.0,360.0,73.0,269.0,18.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Mower,,0.0,,1.0,11.0,202.0,58.0,117.0,27.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Murray,,0.0,,0.0,0.0,63.0,25.0,33.0,5.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Nobles,,0.0,,0.0,3.0,40.0,22.0,17.0,1.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Norman,,0.0,,0.0,3.0,43.0,14.0,26.0,3.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Otter Tail,,0.0,,1.0,7.0,489.0,154.0,305.0,30.0,3.0,,
MINNESOTA-Nonmetropolitan Counties6,Pennington,,0.0,,0.0,1.0,52.0,13.0,34.0,5.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Pine,,0.0,,3.0,27.0,851.0,300.0,486.0,65.0,9.0,,
MINNESOTA-Nonmetropolitan Counties6,Pipestone,,0.0,,0.0,4.0,77.0,17.0,58.0,2.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Pope,,0.0,,0.0,2.0,58.0,21.0,32.0,5.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Red Lake,,0.0,,0.0,0.0,11.0,2.0,7.0,2.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Redwood,,0.0,,0.0,5.0,108.0,33.0,70.0,5.0,3.0,,
MINNESOTA-Nonmetropolitan Counties6,Renville,,0.0,,1.0,4.0,94.0,24.0,65.0,5.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Roseau,,0.0,,0.0,4.0,96.0,18.0,74.0,4.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Steele,,1.0,,0.0,4.0,115.0,32.0,74.0,9.0,2.0,,
MINNESOTA-Nonmetropolitan Counties6,Stevens,,0.0,,0.0,3.0,21.0,9.0,11.0,1.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Swift,,0.0,,0.0,3.0,47.0,21.0,22.0,4.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Todd,,0.0,,0.0,9.0,227.0,77.0,141.0,9.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Traverse,,0.0,,0.0,4.0,23.0,6.0,16.0,1.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Wadena,,0.0,,2.0,9.0,74.0,32.0,40.0,2.0,1.0,,
MINNESOTA-Nonmetropolitan Counties6,Waseca,,0.0,,0.0,2.0,89.0,35.0,43.0,11.0,4.0,,
MINNESOTA-Nonmetropolitan Counties6,Watonwan,,0.0,,0.0,4.0,67.0,20.0,44.0,3.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Wilkin,,0.0,,0.0,0.0,37.0,10.0,25.0,2.0,0.0,,
MINNESOTA-Nonmetropolitan Counties6,Winona,,0.0,,0.0,3.0,100.0,28.0,62.0,10.0,5.0,,
MISSISSIPPI-Metropolitan Counties,DeSoto,30.0,1.0,4.0,8.0,17.0,736.0,91.0,541.0,104.0,3.0,,
MISSISSIPPI-Metropolitan Counties,Forrest,10.0,0.0,1.0,1.0,8.0,71.0,39.0,27.0,5.0,0.0,,
MISSISSIPPI-Metropolitan Counties,Harrison,44.0,7.0,10.0,19.0,8.0,1700.0,396.0,1128.0,176.0,7.0,,
MISSISSIPPI-Metropolitan Counties,Jackson,122.0,2.0,26.0,12.0,82.0,1819.0,478.0,1121.0,220.0,0.0,,
MISSISSIPPI-Metropolitan Counties,Lamar,68.0,2.0,20.0,15.0,31.0,690.0,229.0,412.0,49.0,4.0,,
MISSISSIPPI-Metropolitan Counties,Madison,40.0,4.0,7.0,6.0,23.0,410.0,119.0,250.0,41.0,2.0,,
MISSISSIPPI-Metropolitan Counties,Marshall,75.0,0.0,2.0,13.0,60.0,603.0,230.0,315.0,58.0,,,
MISSISSIPPI-Metropolitan Counties,Rankin,40.0,0.0,3.0,5.0,32.0,784.0,216.0,538.0,30.0,4.0,,
MISSISSIPPI-Metropolitan Counties,Tate,11.0,0.0,1.0,1.0,9.0,295.0,109.0,136.0,50.0,0.0,,
MISSISSIPPI-Nonmetropolitan Counties,Adams,51.0,1.0,3.0,3.0,44.0,575.0,149.0,378.0,48.0,6.0,,
MISSISSIPPI-Nonmetropolitan Counties,Bolivar,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,
MISSISSIPPI-Nonmetropolitan Counties,Choctaw,11.0,0.0,3.0,0.0,8.0,86.0,34.0,45.0,7.0,0.0,,
MISSISSIPPI-Nonmetropolitan Counties,Claiborne5,,1.0,2.0,11.0,,116.0,55.0,57.0,4.0,0.0,,
MISSISSIPPI-Nonmetropolitan Counties,Coahoma,10.0,1.0,0.0,2.0,7.0,128.0,62.0,53.0,13.0,3.0,,
MISSISSIPPI-Nonmetropolitan Counties,Greene,9.0,2.0,1.0,2.0,4.0,24.0,15.0,8.0,1.0,1.0,,
MISSISSIPPI-Nonmetropolitan Counties,Grenada,15.0,0.0,2.0,2.0,11.0,164.0,74.0,73.0,17.0,0.0,,
MISSISSIPPI-Nonmetropolitan Counties,Jefferson,38.0,0.0,1.0,1.0,36.0,50.0,17.0,33.0,0.0,2.0,,
MISSISSIPPI-Nonmetropolitan Counties,Lauderdale,38.0,1.0,11.0,12.0,14.0,524.0,236.0,252.0,36.0,3.0,,
MISSISSIPPI-Nonmetropolitan Counties,Leake,0.0,0.0,0.0,0.0,0.0,24.0,14.0,10.0,0.0,1.0,,
MISSISSIPPI-Nonmetropolitan Counties,Lee,64.0,0.0,5.0,7.0,52.0,670.0,265.0,372.0,33.0,8.0,,
MISSISSIPPI-Nonmetropolitan Counties,Leflore,104.0,1.0,6.0,7.0,90.0,505.0,234.0,261.0,10.0,2.0,,
MISSISSIPPI-Nonmetropolitan Counties,Lincoln,16.0,1.0,0.0,0.0,15.0,340.0,88.0,225.0,27.0,0.0,,
MISSISSIPPI-Nonmetropolitan Counties,Lowndes,75.0,3.0,20.0,10.0,42.0,476.0,151.0,296.0,29.0,7.0,,
