State,County,Violent crime,Murder and nonnegligent manslaughter,Rape(revised definition)1,Rape(legacydefinition)2,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson3,
NEBRASKA - Metropolitan Counties,Hall,8.0,0.0,2.0,,1.0,5.0,226.0,67.0,151.0,8.0,1.0,
NEBRASKA - Metropolitan Counties,Hamilton,0.0,0.0,0.0,,0.0,0.0,63.0,33.0,28.0,2.0,0.0,
NEBRASKA - Metropolitan Counties,Lancaster,28.0,0.0,,6.0,0.0,22.0,300.0,98.0,193.0,9.0,1.0,
NEBRASKA - Metropolitan Counties,Sarpy,20.0,1.0,12.0,,0.0,7.0,663.0,70.0,548.0,45.0,2.0,
NEBRASKA - Nonmetropolitan Counties,Adams,2.0,0.0,0.0,,0.0,2.0,112.0,40.0,67.0,5.0,1.0,
NEBRASKA - Nonmetropolitan Counties,Antelope,3.0,0.0,,0.0,0.0,3.0,14.0,4.0,9.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Arthur,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Box Butte,0.0,0.0,,0.0,0.0,0.0,18.0,3.0,14.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Brown,0.0,0.0,,0.0,0.0,0.0,21.0,6.0,14.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Buffalo,11.0,1.0,6.0,,1.0,3.0,153.0,50.0,98.0,5.0,1.0,
NEBRASKA - Nonmetropolitan Counties,Burt,6.0,0.0,,0.0,0.0,6.0,35.0,17.0,16.0,2.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Butler,4.0,0.0,1.0,,0.0,3.0,48.0,8.0,38.0,2.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Cedar,0.0,0.0,,0.0,0.0,0.0,36.0,2.0,33.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Chase,2.0,0.0,,0.0,0.0,2.0,27.0,10.0,15.0,2.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Cherry,0.0,0.0,,0.0,0.0,0.0,12.0,4.0,6.0,2.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Cuming,0.0,0.0,,0.0,0.0,0.0,21.0,8.0,12.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Custer,0.0,0.0,0.0,,0.0,0.0,63.0,12.0,48.0,3.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Dawes,2.0,0.0,,0.0,0.0,2.0,11.0,4.0,6.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Dawson,7.0,0.0,3.0,,0.0,4.0,76.0,20.0,56.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Deuel,3.0,0.0,0.0,,0.0,3.0,19.0,7.0,11.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Dodge,8.0,0.0,,3.0,0.0,5.0,117.0,22.0,88.0,7.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Franklin,1.0,0.0,,0.0,1.0,0.0,15.0,4.0,10.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Gage,22.0,0.0,15.0,,1.0,6.0,92.0,15.0,75.0,2.0,2.0,
NEBRASKA - Nonmetropolitan Counties,Hitchcock,3.0,0.0,,0.0,0.0,3.0,24.0,13.0,8.0,3.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Holt,2.0,0.0,,0.0,0.0,2.0,10.0,0.0,10.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Jefferson,5.0,0.0,3.0,,0.0,2.0,42.0,8.0,30.0,4.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Kearney,6.0,0.0,2.0,,0.0,4.0,36.0,9.0,24.0,3.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Keith,5.0,0.0,0.0,,0.0,5.0,25.0,4.0,21.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Lincoln,5.0,0.0,1.0,,0.0,4.0,116.0,41.0,68.0,7.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Madison,2.0,0.0,1.0,,0.0,1.0,74.0,21.0,47.0,6.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Morrill,0.0,0.0,,0.0,0.0,0.0,25.0,0.0,24.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Nemaha,6.0,0.0,3.0,,0.0,3.0,55.0,14.0,36.0,5.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Pawnee,1.0,0.0,,0.0,1.0,0.0,50.0,25.0,24.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Phelps,0.0,0.0,0.0,,0.0,0.0,27.0,3.0,19.0,5.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Pierce,6.0,0.0,,1.0,0.0,5.0,26.0,10.0,15.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Platte,3.0,0.0,1.0,,0.0,2.0,106.0,14.0,82.0,10.0,1.0,
NEBRASKA - Nonmetropolitan Counties,Polk,0.0,0.0,0.0,,0.0,0.0,65.0,17.0,40.0,8.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Red Willow,3.0,0.0,,1.0,0.0,2.0,30.0,12.0,17.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Rock,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Saline,0.0,0.0,0.0,,0.0,0.0,73.0,38.0,26.0,9.0,2.0,
NEBRASKA - Nonmetropolitan Counties,Scotts Bluff,7.0,0.0,2.0,,0.0,5.0,121.0,27.0,88.0,6.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Sheridan,2.0,0.0,,0.0,0.0,2.0,39.0,5.0,34.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Sherman,1.0,0.0,0.0,,0.0,1.0,13.0,3.0,9.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Stanton,1.0,0.0,,0.0,0.0,1.0,69.0,10.0,53.0,6.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Thayer,1.0,0.0,,0.0,0.0,1.0,119.0,24.0,93.0,2.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Wayne,1.0,0.0,0.0,,1.0,0.0,21.0,3.0,15.0,3.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Webster,2.0,1.0,,0.0,0.0,1.0,28.0,9.0,18.0,1.0,0.0,
NEBRASKA - Nonmetropolitan Counties,Wheeler,0.0,0.0,,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,
NEBRASKA - Nonmetropolitan Counties,York,1.0,0.0,0.0,,0.0,1.0,42.0,7.0,32.0,3.0,0.0,
NEVADA - Metropolitan Counties,Carson City,133.0,4.0,,0.0,17.0,112.0,924.0,202.0,654.0,68.0,6.0,
NEVADA - Metropolitan Counties,Storey,37.0,0.0,,3.0,2.0,32.0,88.0,32.0,54.0,2.0,1.0,
NEVADA - Metropolitan Counties,Washoe,161.0,6.0,,19.0,12.0,124.0,983.0,452.0,448.0,83.0,15.0,
NEVADA - Nonmetropolitan Counties,Churchill,12.0,0.0,,0.0,0.0,12.0,207.0,91.0,102.0,14.0,0.0,
NEVADA - Nonmetropolitan Counties,Douglas,66.0,2.0,,12.0,11.0,41.0,815.0,143.0,631.0,41.0,2.0,
NEVADA - Nonmetropolitan Counties,Elko,24.0,0.0,,9.0,1.0,14.0,241.0,113.0,105.0,23.0,0.0,
NEVADA - Nonmetropolitan Counties,Esmeralda,2.0,0.0,,0.0,1.0,1.0,13.0,3.0,7.0,3.0,0.0,
NEVADA - Nonmetropolitan Counties,Eureka,8.0,0.0,,0.0,0.0,8.0,34.0,19.0,13.0,2.0,0.0,
NEVADA - Nonmetropolitan Counties,Humboldt,51.0,0.0,,0.0,1.0,50.0,64.0,24.0,29.0,11.0,0.0,
NEVADA - Nonmetropolitan Counties,Lander,47.0,0.0,,12.0,0.0,35.0,127.0,59.0,59.0,9.0,0.0,
NEVADA - Nonmetropolitan Counties,Lincoln,4.0,0.0,,0.0,0.0,4.0,45.0,1.0,37.0,7.0,1.0,
NEVADA - Nonmetropolitan Counties,Lyon,124.0,5.0,,9.0,7.0,103.0,1084.0,312.0,698.0,74.0,9.0,
NEVADA - Nonmetropolitan Counties,Nye4 ,,3.0,,13.0,12.0,,925.0,370.0,470.0,85.0,13.0,
NEVADA - Nonmetropolitan Counties,Pershing,32.0,0.0,,2.0,0.0,30.0,41.0,7.0,23.0,11.0,1.0,
NEVADA - Nonmetropolitan Counties,White Pine,26.0,0.0,,3.0,1.0,22.0,82.0,29.0,46.0,7.0,4.0,
NEW HAMPSHIRE - Metropolitan Counties,Rockingham,6.0,0.0,0.0,,0.0,6.0,1.0,1.0,0.0,0.0,1.0,
NEW HAMPSHIRE - Nonmetropolitan Counties,Carroll,9.0,0.0,3.0,,0.0,6.0,56.0,20.0,35.0,1.0,0.0,
NEW HAMPSHIRE - Nonmetropolitan Counties,Cheshire,4.0,0.0,0.0,,0.0,4.0,16.0,4.0,11.0,1.0,0.0,
NEW HAMPSHIRE - Nonmetropolitan Counties,Merrimack,6.0,0.0,3.0,,0.0,3.0,3.0,1.0,2.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Atlantic,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Bergen,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Bergen County Police Department,4.0,0.0,,1.0,0.0,3.0,88.0,4.0,83.0,1.0,0.0,
NEW JERSEY - Metropolitan Counties,Burlington,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Camden County Police Department,1950.0,57.0,,55.0,732.0,1106.0,3260.0,857.0,1939.0,464.0,84.0,
NEW JERSEY - Metropolitan Counties,Cape May,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Cumberland,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Essex,16.0,0.0,,0.0,9.0,7.0,26.0,8.0,17.0,1.0,0.0,
NEW JERSEY - Metropolitan Counties,Gloucester,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Hudson,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Hunterdon,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Mercer,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Middlesex,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Monmouth,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Morris,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Ocean,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Passaic,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Salem,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Somerset,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Sussex,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Union,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW JERSEY - Metropolitan Counties,Warren,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW MEXICO - Metropolitan Counties,Bernalillo,670.0,8.0,,56.0,87.0,519.0,2301.0,941.0,1130.0,230.0,78.0,
NEW MEXICO - Metropolitan Counties,Sandoval,39.0,0.0,,6.0,4.0,29.0,182.0,83.0,82.0,17.0,0.0,
NEW MEXICO - Metropolitan Counties,San Juan,244.0,2.0,,25.0,17.0,200.0,750.0,247.0,445.0,58.0,13.0,
NEW MEXICO - Metropolitan Counties,Valencia,326.0,3.0,,9.0,8.0,306.0,1128.0,489.0,491.0,148.0,13.0,
NEW MEXICO - Nonmetropolitan Counties,Chaves,38.0,2.0,,9.0,4.0,23.0,404.0,187.0,189.0,28.0,4.0,
NEW MEXICO - Nonmetropolitan Counties,Cibola,83.0,0.0,,5.0,0.0,78.0,117.0,46.0,61.0,10.0,3.0,
NEW MEXICO - Nonmetropolitan Counties,Colfax,3.0,0.0,,0.0,0.0,3.0,28.0,8.0,16.0,4.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Curry,16.0,0.0,,3.0,0.0,13.0,181.0,100.0,62.0,19.0,5.0,
NEW MEXICO - Nonmetropolitan Counties,De Baca,8.0,0.0,,0.0,0.0,8.0,15.0,8.0,2.0,5.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Lea,56.0,3.0,,13.0,5.0,35.0,554.0,148.0,367.0,39.0,1.0,
NEW MEXICO - Nonmetropolitan Counties,Lincoln,16.0,0.0,,1.0,0.0,15.0,108.0,49.0,59.0,0.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Los Alamos,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Luna,47.0,0.0,,0.0,1.0,46.0,178.0,60.0,100.0,18.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,McKinley,68.0,2.0,,9.0,4.0,53.0,232.0,104.0,112.0,16.0,5.0,
NEW MEXICO - Nonmetropolitan Counties,Otero,65.0,0.0,,13.0,2.0,50.0,324.0,136.0,164.0,24.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Quay,3.0,0.0,,0.0,0.0,3.0,28.0,5.0,20.0,3.0,0.0,
NEW MEXICO - Nonmetropolitan Counties,Rio Arriba,46.0,3.0,,5.0,3.0,35.0,187.0,111.0,61.0,15.0,0.0,
NEW YORK - Metropolitan Counties,Albany,5.0,0.0,,0.0,0.0,5.0,143.0,39.0,99.0,5.0,,
NEW YORK - Metropolitan Counties,Broome,49.0,3.0,,8.0,8.0,30.0,875.0,182.0,669.0,24.0,,
NEW YORK - Metropolitan Counties,Chemung,29.0,0.0,,3.0,5.0,21.0,565.0,58.0,500.0,7.0,4.0,
NEW YORK - Metropolitan Counties,Dutchess,73.0,0.0,,2.0,7.0,64.0,623.0,137.0,480.0,6.0,,
NEW YORK - Metropolitan Counties,Erie,104.0,2.0,,1.0,8.0,93.0,898.0,180.0,695.0,23.0,4.0,
NEW YORK - Metropolitan Counties,Herkimer,2.0,0.0,,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,
NEW YORK - Metropolitan Counties,Jefferson,10.0,0.0,,0.0,0.0,10.0,207.0,20.0,184.0,3.0,,
NEW YORK - Metropolitan Counties,Livingston,25.0,0.0,,5.0,2.0,18.0,441.0,116.0,308.0,17.0,,
NEW YORK - Metropolitan Counties,Madison,10.0,0.0,,1.0,0.0,9.0,205.0,58.0,143.0,4.0,,
NEW YORK - Metropolitan Counties,Monroe,162.0,2.0,,16.0,56.0,88.0,3605.0,636.0,2869.0,100.0,,
NEW YORK - Metropolitan Counties,Nassau,1394.0,12.0,,43.0,706.0,633.0,12889.0,1737.0,10558.0,594.0,,
NEW YORK - Metropolitan Counties,Niagara,61.0,0.0,,8.0,22.0,31.0,904.0,234.0,618.0,52.0,,
NEW YORK - Metropolitan Counties,Oneida,34.0,1.0,,5.0,4.0,24.0,396.0,108.0,280.0,8.0,,
NEW YORK - Metropolitan Counties,Onondaga,146.0,3.0,,18.0,32.0,93.0,2302.0,386.0,1851.0,65.0,14.0,
NEW YORK - Metropolitan Counties,Ontario,54.0,0.0,,8.0,16.0,30.0,1076.0,225.0,829.0,22.0,0.0,
NEW YORK - Metropolitan Counties,Orleans,13.0,1.0,,1.0,1.0,10.0,239.0,83.0,144.0,12.0,,
NEW YORK - Metropolitan Counties,Oswego,34.0,1.0,,1.0,1.0,31.0,415.0,96.0,301.0,18.0,,
NEW YORK - Metropolitan Counties,Putnam,30.0,0.0,,8.0,5.0,17.0,311.0,57.0,247.0,7.0,0.0,
NEW YORK - Metropolitan Counties,Rensselaer,24.0,0.0,,0.0,3.0,21.0,211.0,59.0,146.0,6.0,0.0,
NEW YORK - Metropolitan Counties,Saratoga,59.0,0.0,,4.0,8.0,47.0,1184.0,243.0,905.0,36.0,,
NEW YORK - Metropolitan Counties,Schenectady,1.0,0.0,,0.0,0.0,1.0,5.0,0.0,5.0,0.0,0.0,
NEW YORK - Metropolitan Counties,Schoharie,4.0,0.0,,0.0,0.0,4.0,71.0,24.0,45.0,2.0,1.0,
NEW YORK - Metropolitan Counties,Suffolk,109.0,0.0,,0.0,0.0,109.0,5.0,0.0,2.0,3.0,0.0,
NEW YORK - Metropolitan Counties,Suffolk County Police Department,1599.0,27.0,,22.0,620.0,930.0,20581.0,2979.0,16551.0,1051.0,147.0,
NEW YORK - Metropolitan Counties,Tioga,9.0,1.0,,2.0,2.0,4.0,246.0,87.0,156.0,3.0,,
NEW YORK - Metropolitan Counties,Ulster,36.0,1.0,,6.0,5.0,24.0,300.0,65.0,228.0,7.0,,
NEW YORK - Metropolitan Counties,Warren,17.0,0.0,,4.0,3.0,10.0,665.0,84.0,579.0,2.0,,
NEW YORK - Metropolitan Counties,Washington,33.0,0.0,,3.0,2.0,28.0,373.0,84.0,279.0,10.0,,
NEW YORK - Metropolitan Counties,Wayne,36.0,0.0,,2.0,6.0,28.0,452.0,156.0,287.0,9.0,,
NEW YORK - Metropolitan Counties,Westchester Public Safety,7.0,0.0,,1.0,1.0,5.0,178.0,3.0,173.0,2.0,0.0,
NEW YORK - Metropolitan Counties,Yates,9.0,0.0,,4.0,0.0,5.0,269.0,86.0,181.0,2.0,0.0,
NEW YORK - Nonmetropolitan Counties,Cattaraugus,36.0,0.0,,6.0,0.0,30.0,475.0,131.0,313.0,31.0,,
NEW YORK - Nonmetropolitan Counties,Cayuga,14.0,1.0,,1.0,0.0,12.0,248.0,62.0,185.0,1.0,,
NEW YORK - Nonmetropolitan Counties,Chautauqua,24.0,2.0,,4.0,6.0,12.0,734.0,239.0,495.0,0.0,,
NEW YORK - Nonmetropolitan Counties,Chenango,16.0,2.0,,7.0,1.0,6.0,344.0,68.0,273.0,3.0,,
NEW YORK - Nonmetropolitan Counties,Clinton,10.0,0.0,,1.0,0.0,9.0,30.0,0.0,28.0,2.0,,
NEW YORK - Nonmetropolitan Counties,Columbia,15.0,0.0,,1.0,2.0,12.0,316.0,76.0,234.0,6.0,,
NEW YORK - Nonmetropolitan Counties,Cortland,26.0,0.0,,7.0,3.0,16.0,405.0,77.0,327.0,1.0,,
NEW YORK - Nonmetropolitan Counties,Delaware,17.0,0.0,,1.0,1.0,15.0,160.0,47.0,113.0,0.0,,
NEW YORK - Nonmetropolitan Counties,Franklin,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
NEW YORK - Nonmetropolitan Counties,Fulton,11.0,1.0,,2.0,0.0,8.0,341.0,90.0,245.0,6.0,0.0,
NEW YORK - Nonmetropolitan Counties,Genesee,30.0,0.0,,7.0,8.0,15.0,587.0,154.0,428.0,5.0,,
NEW YORK - Nonmetropolitan Counties,Hamilton,0.0,0.0,,0.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,
NEW YORK - Nonmetropolitan Counties,Lewis,15.0,1.0,,0.0,0.0,14.0,138.0,50.0,84.0,4.0,,
NEW YORK - Nonmetropolitan Counties,Montgomery,6.0,0.0,,0.0,0.0,6.0,419.0,38.0,377.0,4.0,,
NEW YORK - Nonmetropolitan Counties,Otsego,20.0,1.0,,0.0,1.0,18.0,75.0,35.0,34.0,6.0,,
NEW YORK - Nonmetropolitan Counties,Schuyler,7.0,0.0,,0.0,1.0,6.0,26.0,14.0,10.0,2.0,,
NEW YORK - Nonmetropolitan Counties,Seneca,5.0,1.0,,1.0,0.0,3.0,87.0,10.0,74.0,3.0,,
NEW YORK - Nonmetropolitan Counties,Steuben,13.0,0.0,,3.0,1.0,9.0,159.0,42.0,115.0,2.0,,
NEW YORK - Nonmetropolitan Counties,St. Lawrence,11.0,0.0,,0.0,0.0,11.0,41.0,8.0,33.0,0.0,,
NEW YORK - Nonmetropolitan Counties,Sullivan,24.0,0.0,,0.0,3.0,21.0,487.0,113.0,362.0,12.0,,
NEW YORK - Nonmetropolitan Counties,Wyoming,15.0,0.0,,0.0,2.0,13.0,194.0,47.0,144.0,3.0,1.0,
NORTH CAROLINA - Metropolitan Counties,Alamance,109.0,3.0,,8.0,15.0,83.0,934.0,429.0,441.0,64.0,5.0,
NORTH CAROLINA - Metropolitan Counties,Alexander,42.0,0.0,,4.0,5.0,33.0,413.0,167.0,228.0,18.0,3.0,
NORTH CAROLINA - Metropolitan Counties,Brunswick,140.0,2.0,,13.0,29.0,96.0,2137.0,973.0,1077.0,87.0,19.0,
NORTH CAROLINA - Metropolitan Counties,Buncombe,116.0,10.0,,18.0,25.0,63.0,2013.0,897.0,964.0,152.0,15.0,
NORTH CAROLINA - Metropolitan Counties,Burke,116.0,1.0,,10.0,23.0,82.0,1511.0,643.0,798.0,70.0,2.0,
NORTH CAROLINA - Metropolitan Counties,Cabarrus,33.0,3.0,,2.0,9.0,19.0,724.0,228.0,461.0,35.0,6.0,
NORTH CAROLINA - Metropolitan Counties,Caldwell,65.0,4.0,,3.0,11.0,47.0,1375.0,469.0,827.0,79.0,9.0,
NORTH CAROLINA - Metropolitan Counties,Catawba,134.0,3.0,,13.0,17.0,101.0,1392.0,597.0,727.0,68.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Chatham,79.0,1.0,,4.0,10.0,64.0,864.0,356.0,469.0,39.0,3.0,
NORTH CAROLINA - Metropolitan Counties,Cumberland,499.0,4.0,,9.0,118.0,368.0,3709.0,1408.0,2131.0,170.0,36.0,
NORTH CAROLINA - Metropolitan Counties,Currituck,29.0,0.0,,2.0,3.0,24.0,449.0,116.0,318.0,15.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Davidson,92.0,1.0,,7.0,14.0,70.0,1740.0,885.0,749.0,106.0,13.0,
NORTH CAROLINA - Metropolitan Counties,Davie,57.0,0.0,,8.0,11.0,38.0,637.0,238.0,368.0,31.0,2.0,
NORTH CAROLINA - Metropolitan Counties,Durham,49.0,2.0,,1.0,12.0,34.0,723.0,331.0,350.0,42.0,3.0,
NORTH CAROLINA - Metropolitan Counties,Edgecombe,73.0,3.0,,1.0,11.0,58.0,591.0,300.0,267.0,24.0,3.0,
NORTH CAROLINA - Metropolitan Counties,Franklin,66.0,3.0,,5.0,10.0,48.0,909.0,366.0,495.0,48.0,2.0,
NORTH CAROLINA - Metropolitan Counties,Gaston,6.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,
NORTH CAROLINA - Metropolitan Counties,Guilford,137.0,0.0,,8.0,13.0,116.0,1438.0,587.0,780.0,71.0,14.0,
NORTH CAROLINA - Metropolitan Counties,Haywood,135.0,1.0,,5.0,4.0,125.0,1079.0,445.0,580.0,54.0,5.0,
NORTH CAROLINA - Metropolitan Counties,Henderson,115.0,4.0,,18.0,15.0,78.0,1200.0,382.0,728.0,90.0,5.0,
NORTH CAROLINA - Metropolitan Counties,Iredell,135.0,0.0,,13.0,17.0,105.0,1623.0,727.0,836.0,60.0,17.0,
NORTH CAROLINA - Metropolitan Counties,Johnston,116.0,4.0,,15.0,8.0,89.0,1911.0,678.0,1146.0,87.0,1.0,
NORTH CAROLINA - Metropolitan Counties,Lincoln,72.0,2.0,,6.0,13.0,51.0,1217.0,535.0,672.0,10.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Madison,9.0,1.0,,3.0,0.0,5.0,200.0,99.0,86.0,15.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Nash,59.0,9.0,,5.0,5.0,40.0,649.0,355.0,239.0,55.0,7.0,
NORTH CAROLINA - Metropolitan Counties,New Hanover,151.0,1.0,,9.0,34.0,107.0,2200.0,631.0,1473.0,96.0,8.0,
NORTH CAROLINA - Metropolitan Counties,Orange,37.0,0.0,,0.0,18.0,19.0,497.0,271.0,199.0,27.0,1.0,
NORTH CAROLINA - Metropolitan Counties,Pamlico,46.0,0.0,,3.0,8.0,35.0,310.0,83.0,212.0,15.0,2.0,
NORTH CAROLINA - Metropolitan Counties,Pender,72.0,1.0,,3.0,4.0,64.0,731.0,217.0,478.0,36.0,11.0,
NORTH CAROLINA - Metropolitan Counties,Person,51.0,6.0,,6.0,8.0,31.0,440.0,207.0,211.0,22.0,2.0,
NORTH CAROLINA - Metropolitan Counties,Pitt,152.0,3.0,,5.0,34.0,110.0,1191.0,485.0,661.0,45.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Rowan,138.0,1.0,,12.0,10.0,115.0,1225.0,448.0,718.0,59.0,11.0,
NORTH CAROLINA - Metropolitan Counties,Stokes,123.0,1.0,,6.0,5.0,111.0,912.0,370.0,494.0,48.0,4.0,
NORTH CAROLINA - Metropolitan Counties,Union,215.0,4.0,,13.0,27.0,171.0,1985.0,564.0,1341.0,80.0,22.0,
NORTH CAROLINA - Metropolitan Counties,Wake,210.0,6.0,,19.0,27.0,158.0,2295.0,1070.0,1090.0,135.0,26.0,
NORTH CAROLINA - Metropolitan Counties,Yadkin,72.0,1.0,,7.0,5.0,59.0,715.0,285.0,406.0,24.0,3.0,
NORTH CAROLINA - Nonmetropolitan Counties,Anson,50.0,1.0,,6.0,8.0,35.0,524.0,255.0,256.0,13.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Ashe,15.0,0.0,,3.0,0.0,12.0,326.0,151.0,166.0,9.0,3.0,
NORTH CAROLINA - Nonmetropolitan Counties,Avery,22.0,0.0,,2.0,0.0,20.0,164.0,51.0,106.0,7.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Bertie,26.0,0.0,,0.0,3.0,23.0,387.0,156.0,212.0,19.0,4.0,
NORTH CAROLINA - Nonmetropolitan Counties,Camden,4.0,0.0,,0.0,2.0,2.0,61.0,17.0,43.0,1.0,1.0,
NORTH CAROLINA - Nonmetropolitan Counties,Carteret,84.0,1.0,,9.0,6.0,68.0,834.0,306.0,501.0,27.0,4.0,
NORTH CAROLINA - Nonmetropolitan Counties,Caswell,45.0,2.0,,3.0,4.0,36.0,450.0,176.0,242.0,32.0,1.0,
NORTH CAROLINA - Nonmetropolitan Counties,Cherokee,28.0,0.0,,4.0,3.0,21.0,495.0,149.0,319.0,27.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Chowan,10.0,1.0,,2.0,1.0,6.0,126.0,48.0,69.0,9.0,3.0,
NORTH CAROLINA - Nonmetropolitan Counties,Cleveland,18.0,1.0,,2.0,13.0,2.0,1071.0,461.0,584.0,26.0,2.0,
NORTH CAROLINA - Nonmetropolitan Counties,Columbus,124.0,4.0,,10.0,21.0,89.0,1472.0,821.0,558.0,93.0,8.0,
NORTH CAROLINA - Nonmetropolitan Counties,Dare,19.0,1.0,,7.0,2.0,9.0,537.0,139.0,386.0,12.0,2.0,
